# ACTS Test Suite Generation: Tue Dec 15 09:46:01 JST 2020
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 13
# Maximum number of values per parameter: 101
# Number of configurations: 11442
p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13
2,58,42,3,3,9,1,0,0,52,18,50,68
2,58,36,6,2,10,4,0,1,53,33,98,69
1,58,69,8,6,11,2,4,1,54,14,7,70
3,58,1,9,1,12,0,0,0,55,4,21,71
6,58,54,4,6,13,3,2,0,56,38,22,72
9,58,66,1,5,14,4,2,0,57,1,27,73
4,58,72,14,2,15,5,3,1,58,20,32,74
4,58,20,4,0,16,1,0,1,59,31,39,75
8,58,52,6,2,17,3,0,0,60,36,46,76
6,58,60,4,3,18,3,0,0,61,2,99,77
2,58,23,2,1,19,1,4,1,62,7,5,78
9,58,33,6,3,20,1,4,0,63,0,9,79
4,58,31,1,1,21,2,2,0,64,15,25,80
9,58,51,2,0,22,3,4,1,65,19,36,81
9,58,35,9,1,23,2,1,0,66,24,37,82
6,58,22,12,5,24,2,1,0,69,25,53,83
3,58,48,3,4,25,5,3,1,70,26,66,84
2,58,32,3,2,26,3,3,1,71,30,68,85
7,58,9,15,5,27,1,0,0,74,39,33,86
3,58,27,6,6,28,2,4,0,81,34,34,87
4,58,58,8,2,29,3,4,0,2,3,48,88
5,58,38,11,2,30,3,0,1,68,11,49,89
8,58,50,2,1,31,0,0,1,76,23,67,90
2,58,0,3,0,32,5,3,1,90,28,77,91
1,58,29,10,6,33,2,1,0,91,9,40,92
4,58,21,3,6,34,5,4,0,92,13,41,93
5,58,57,13,5,35,4,3,1,80,6,42,94
3,58,62,10,6,36,3,3,1,89,27,56,95
7,58,19,7,6,37,0,2,1,93,16,19,96
9,58,15,14,1,38,2,1,0,11,12,70,97
4,58,14,9,3,39,2,2,0,94,10,89,98
1,58,34,3,4,40,4,2,1,44,32,15,99
1,58,47,13,0,41,2,4,0,99,21,64,100
1,58,71,11,2,42,2,0,0,0,22,85,0
3,58,13,15,3,43,1,3,0,38,37,91,1
8,58,67,4,4,44,5,0,1,39,40,92,2
5,58,3,13,6,45,0,1,1,40,10,23,3
5,58,7,15,2,46,1,4,0,73,17,38,4
1,58,30,15,5,47,0,1,1,77,24,58,5
9,58,64,5,1,48,5,4,0,78,43,55,6
1,58,10,6,0,49,4,0,1,79,23,52,7
1,58,12,10,1,50,2,1,1,88,32,59,8
5,58,73,12,2,51,3,3,1,98,11,60,9
1,58,46,11,2,52,2,4,0,1,40,65,10
8,58,68,12,0,53,4,3,1,4,26,1,11
8,58,74,15,4,54,4,3,1,9,16,96,12
1,58,16,15,5,55,1,3,0,41,39,97,13
8,58,2,7,5,56,2,0,0,42,28,2,14
2,58,38,15,2,57,2,0,1,43,18,4,15
6,58,41,4,3,58,4,1,0,86,12,12,16
5,58,26,6,1,59,3,4,0,87,25,14,17
5,58,55,10,5,60,2,1,1,13,25,79,18
2,58,22,5,0,61,2,1,1,14,24,80,19
9,58,44,13,6,62,4,3,1,15,30,88,20
8,58,4,14,3,63,1,4,1,16,4,86,21
6,58,5,12,5,64,0,1,1,19,12,93,22
5,58,40,1,4,65,0,3,0,20,39,16,23
4,58,15,0,4,66,3,2,1,22,30,18,24
1,58,17,12,5,67,0,1,0,23,8,11,25
5,58,6,10,5,68,3,3,1,24,3,75,26
1,58,18,11,4,69,3,3,1,25,11,78,27
5,58,63,3,4,70,2,4,1,26,23,3,28
4,58,8,11,5,71,1,1,0,27,35,8,29
5,58,16,2,1,72,2,4,1,28,4,13,30
8,58,65,10,0,73,2,1,1,29,34,6,31
3,58,43,6,5,74,4,3,1,31,42,20,32
5,58,61,3,6,75,1,3,1,32,34,87,33
6,58,45,7,1,76,2,2,1,33,11,10,34
2,58,48,13,3,77,5,1,0,34,24,71,35
5,58,2,4,0,78,2,1,1,35,27,74,36
7,58,74,9,5,79,0,4,1,36,21,83,37
3,58,24,6,3,80,3,4,0,37,31,84,38
5,58,25,7,2,81,3,0,0,6,29,47,39
5,58,4,2,0,82,0,0,0,18,41,76,40
8,58,23,12,4,83,3,1,1,30,8,72,41
9,58,11,12,2,84,5,3,1,3,29,81,42
5,58,46,14,4,85,0,1,1,17,18,82,43
7,58,56,5,1,86,0,1,0,10,18,73,44
5,58,60,11,2,87,1,1,0,12,39,45,45
8,58,17,4,0,88,3,1,0,82,20,43,46
9,58,20,13,0,89,1,1,0,83,41,28,47
8,58,36,2,2,90,5,4,1,7,25,54,48
4,58,53,10,2,91,4,3,1,21,37,62,49
8,58,54,0,2,92,1,1,1,8,22,68,50
2,58,28,6,0,93,3,1,0,48,13,69,51
6,58,13,4,1,94,4,1,1,49,28,35,52
6,58,38,7,0,95,2,3,0,67,9,57,53
9,58,14,3,0,96,3,1,1,68,38,5,54
7,58,43,10,1,97,1,4,1,72,23,31,55
6,58,72,11,1,98,4,4,1,73,4,35,56
6,58,31,2,4,99,2,3,1,5,6,39,57
9,58,64,13,6,100,3,3,1,50,13,45,58
7,59,30,15,1,0,1,4,1,51,7,77,60
1,59,39,0,2,1,5,2,0,52,37,94,61
3,59,59,11,3,2,0,0,1,53,42,1,62
5,59,34,12,5,3,3,1,1,54,8,16,63
6,59,5,2,6,4,4,3,1,55,41,29,64
8,59,15,5,4,5,2,3,1,56,33,32,65
9,59,69,7,0,6,1,2,1,57,29,48,66
2,59,40,10,1,7,1,2,1,58,11,49,67
4,59,12,13,6,8,3,2,1,59,17,51,68
5,59,35,3,6,9,4,4,0,60,18,25,69
1,59,51,6,1,10,1,4,0,61,5,40,70
1,59,36,8,4,11,2,1,1,62,2,46,71
8,59,32,9,2,12,3,1,0,63,6,63,72
6,59,63,4,5,13,3,0,1,64,32,95,73
1,59,7,1,1,14,0,1,0,65,3,24,74
2,59,50,14,5,15,2,4,1,66,20,60,75
8,59,73,12,1,16,0,0,1,69,28,20,76
7,59,26,4,0,17,4,2,1,70,36,37,77
3,59,65,8,3,18,4,3,1,71,38,50,78
7,59,18,1,0,19,0,1,0,74,1,64,79
1,59,19,6,1,20,5,1,1,75,34,65,80
7,59,25,0,5,21,4,3,1,76,0,33,81
8,59,13,4,0,22,1,3,1,80,26,34,82
3,59,16,4,1,23,0,1,1,81,31,58,83
6,59,58,5,5,24,5,4,1,82,9,70,84
8,59,43,2,3,25,5,4,1,2,14,84,85
4,59,29,8,4,26,2,0,0,84,15,56,86
7,59,20,11,1,27,2,2,1,85,16,66,87
7,59,42,0,2,28,1,3,0,45,19,71,88
7,59,49,1,2,29,0,0,1,46,27,74,89
5,59,61,6,3,30,4,0,0,47,10,78,90
3,59,62,4,5,31,2,4,1,89,22,11,91
2,59,67,13,3,32,2,0,0,9,24,67,92
5,59,66,1,0,33,4,0,1,10,35,89,93
5,59,37,6,2,34,0,3,1,90,39,73,94
4,59,6,11,3,35,4,3,0,91,43,61,95
5,59,31,5,0,36,1,0,1,92,12,18,96
4,59,53,0,2,37,3,0,1,95,13,23,97
4,59,11,3,6,38,1,0,0,96,21,79,98
2,59,33,9,3,39,1,3,1,97,25,81,99
6,59,54,3,3,40,4,2,1,4,30,90,100
9,59,47,12,0,41,0,4,1,94,9,22,0
9,59,25,9,6,42,0,0,0,98,14,13,1
2,59,56,7,2,43,1,3,1,99,6,36,2
7,59,35,15,0,44,5,2,0,44,12,82,3
1,59,55,1,0,45,5,4,1,79,40,28,4
7,59,44,8,6,46,0,2,1,88,4,21,5
1,59,9,2,3,47,5,2,0,3,29,42,6
8,59,11,11,1,48,2,4,0,25,23,91,7
8,59,21,6,2,49,2,4,1,28,1,92,8
7,59,41,15,5,50,1,0,1,29,7,17,9
6,59,8,2,6,51,5,1,0,30,17,2,10
7,59,45,3,5,52,3,1,1,35,23,7,11
5,59,2,7,3,53,4,2,1,36,21,9,12
8,59,30,13,6,54,3,0,0,38,17,93,13
1,59,22,4,1,55,5,2,0,39,16,96,14
4,59,1,15,1,56,2,3,0,40,26,15,15
5,59,57,5,2,57,2,2,0,41,26,99,16
1,59,6,3,1,58,3,2,1,42,43,4,17
6,59,52,13,1,59,2,0,0,43,39,85,18
6,59,14,3,5,60,1,0,0,50,8,19,19
4,59,3,4,2,61,1,3,1,93,5,75,20
2,59,7,11,3,62,1,4,0,0,18,5,21
1,59,70,15,2,63,2,1,1,8,12,98,22
2,59,19,5,0,64,5,4,0,11,23,10,23
2,59,17,1,2,65,0,0,1,18,27,12,24
7,59,27,7,6,66,4,1,1,19,30,14,25
9,59,35,10,0,67,3,2,0,20,42,3,26
2,59,60,14,0,68,4,4,1,26,8,97,27
5,59,68,5,1,69,1,1,0,27,34,8,28
7,59,5,10,1,70,0,3,1,37,33,86,29
9,59,28,8,2,71,5,4,0,49,33,27,30
1,59,71,15,3,72,3,2,1,86,26,26,31
4,59,58,11,1,73,0,1,1,1,34,54,32
6,59,64,1,5,74,4,0,0,17,2,30,33
4,59,72,13,1,75,2,3,0,83,30,44,34
4,59,38,8,4,76,1,4,1,13,43,53,35
1,59,61,8,0,77,0,1,1,14,0,72,36
4,59,74,11,6,78,1,3,0,16,7,6,37
8,59,10,8,1,79,3,4,1,21,24,76,38
7,59,30,10,6,80,4,2,1,22,39,80,39
7,59,46,0,4,81,4,0,0,23,42,68,40
2,59,59,6,4,82,4,1,1,24,36,69,41
8,59,69,5,4,83,3,0,0,32,39,73,42
8,59,9,8,3,84,1,2,1,31,13,79,43
1,59,50,13,3,85,0,4,0,34,13,55,44
3,59,55,1,2,86,2,2,1,33,38,81,45
7,59,34,7,5,87,4,4,1,38,11,83,46
1,59,39,1,5,88,5,1,0,12,25,88,47
8,59,70,8,2,89,3,1,0,6,8,45,48
7,59,23,6,6,90,2,0,1,48,4,77,49
3,59,27,3,1,91,2,1,1,67,6,1,50
2,59,4,11,3,92,4,1,0,68,28,19,51
6,59,12,0,3,93,4,2,1,7,33,38,52
6,59,26,9,1,94,1,2,1,45,18,39,53
3,59,55,2,1,95,0,0,1,73,0,40,54
4,59,0,14,0,96,4,0,1,74,5,52,55
5,59,24,10,5,97,0,2,0,87,15,62,56
1,59,49,9,2,98,4,1,0,5,41,63,57
9,59,35,14,4,99,1,1,1,15,13,66,58
2,59,62,8,4,100,0,2,0,51,31,41,59
7,60,58,15,1,0,1,4,1,53,33,23,61
1,60,1,0,2,1,5,2,0,54,42,52,62
3,60,60,11,3,2,0,0,1,55,5,27,63
5,60,20,12,5,3,3,1,1,56,27,33,64
6,60,13,2,6,4,4,3,1,57,19,36,65
8,60,42,5,4,5,2,3,1,58,18,47,66
9,60,0,7,0,6,4,1,1,59,23,99,67
2,60,30,10,6,7,2,1,1,60,32,11,68
4,60,56,13,0,8,1,4,0,61,36,12,69
7,60,33,3,5,9,1,0,1,62,38,21,70
1,60,44,6,4,10,3,2,1,63,1,24,71
6,60,62,8,3,11,5,1,1,64,22,31,72
1,60,18,9,4,12,3,2,1,65,2,32,73
5,60,26,4,6,13,2,2,1,66,15,38,74
8,60,40,1,1,14,2,1,1,69,20,43,75
3,60,41,14,1,15,3,2,1,70,7,44,76
7,60,3,10,3,16,1,4,1,71,8,51,77
8,60,59,1,1,17,2,2,0,72,10,56,78
4,60,67,6,3,18,1,4,1,76,16,57,79
4,60,51,14,2,19,3,0,0,77,38,71,80
6,60,48,10,2,20,1,1,0,78,0,20,81
7,60,61,5,4,21,3,0,1,81,3,46,82
3,60,21,9,6,22,2,3,0,91,6,48,83
1,60,11,1,1,23,4,0,0,92,9,49,84
2,60,14,5,6,24,2,4,0,99,24,78,85
5,60,19,0,5,25,5,3,0,80,25,37,86
3,60,7,12,6,26,3,1,0,95,41,67,87
7,60,36,5,5,27,3,0,1,96,2,34,88
4,60,54,2,3,28,0,4,0,97,5,50,89
2,60,18,3,6,29,1,0,1,84,11,59,90
1,60,24,2,3,30,1,4,1,85,13,65,91
2,60,66,1,4,31,4,1,1,86,14,35,92
5,60,46,14,3,32,3,3,1,75,17,64,93
2,60,53,14,6,33,3,4,0,89,21,60,94
7,60,57,14,2,34,1,0,0,94,28,26,95
6,60,70,3,4,35,0,0,1,52,29,89,96
1,60,2,1,6,36,0,4,0,68,31,3,97
1,60,22,1,0,37,2,2,0,79,35,15,98
7,60,63,10,4,38,5,4,1,83,37,22,99
6,60,52,0,1,39,1,4,1,90,12,9,100
6,60,29,3,0,40,0,4,1,2,16,18,0
2,60,32,6,5,41,4,0,0,5,39,30,1
7,60,1,12,5,42,3,4,0,19,43,97,2
4,60,73,9,4,43,1,0,1,22,4,42,3
9,60,8,13,5,44,1,4,0,23,26,91,4
1,60,65,4,4,45,2,0,1,24,40,92,5
5,60,71,10,3,46,1,0,0,30,30,93,6
4,60,72,1,3,47,5,1,1,49,13,95,7
5,60,74,5,4,48,1,4,0,73,34,8,8
1,60,23,12,1,49,1,4,0,87,37,17,9
5,60,45,4,5,50,2,0,0,93,16,29,10
7,60,5,12,2,51,1,3,0,0,21,70,11
9,60,38,11,6,52,3,0,1,3,21,90,12
5,60,15,1,3,53,2,3,1,6,13,19,13
8,60,34,6,3,54,3,0,0,7,26,5,14
5,60,9,2,5,55,1,3,0,10,31,58,15
3,60,55,2,3,56,5,0,1,12,30,75,16
3,60,12,7,6,57,1,2,1,44,28,98,17
5,60,57,1,6,58,0,4,1,47,0,2,18
2,60,18,12,2,59,2,2,0,46,21,7,19
1,60,28,13,4,60,5,1,1,51,10,96,20
1,60,37,5,6,61,4,3,0,4,19,45,21
3,60,65,5,3,62,5,1,0,9,14,82,22
1,60,39,9,6,63,5,1,0,21,16,85,23
3,60,43,14,4,64,5,4,1,45,4,94,24
6,60,50,1,1,65,0,0,1,67,27,13,25
5,60,66,10,1,66,2,4,1,98,33,15,26
8,60,10,8,4,67,0,3,1,41,41,4,27
4,60,4,3,3,68,2,1,0,74,38,14,28
3,60,64,8,4,69,3,1,1,14,33,81,29
4,60,6,9,4,70,4,1,0,15,28,61,30
9,60,47,6,4,71,1,0,1,16,40,74,31
7,60,49,5,6,72,5,4,1,17,31,88,32
3,60,31,3,0,73,3,1,1,18,2,6,33
8,60,68,11,3,74,0,0,0,28,25,16,34
2,60,9,2,1,75,0,4,1,29,3,48,35
3,60,13,2,3,76,5,0,0,31,1,86,36
7,60,16,0,2,77,5,2,0,32,5,10,37
6,60,17,9,2,78,4,3,0,33,29,17,38
9,60,27,7,5,79,2,1,0,34,27,25,39
7,60,42,2,6,80,5,0,0,35,6,53,40
4,60,48,14,5,81,4,0,0,36,34,79,41
8,60,69,12,3,82,4,3,0,37,37,80,42
4,60,67,7,1,83,2,1,1,38,41,87,43
9,60,15,10,2,84,4,2,0,39,15,62,44
6,60,25,12,2,85,1,3,0,40,38,63,45
2,60,47,13,2,86,4,4,0,43,6,66,46
2,60,49,1,2,87,2,2,1,11,17,84,47
8,60,33,14,3,88,2,3,1,25,21,87,48
6,60,14,0,1,89,0,1,0,26,33,93,49
6,60,41,0,0,90,2,0,0,27,28,96,50
3,60,58,6,4,91,1,2,0,42,40,68,51
3,60,63,11,0,92,4,0,0,50,32,40,52
6,60,69,15,2,93,5,1,1,8,25,73,53
3,60,3,12,6,94,4,0,0,13,24,77,54
1,60,67,13,4,95,3,2,1,1,35,28,55
9,60,21,2,2,96,3,1,0,20,40,46,56
7,60,30,6,2,97,1,1,1,48,33,55,57
7,60,31,6,1,98,2,0,0,52,16,76,58
3,60,35,0,1,99,4,3,0,53,25,83,59
1,60,25,3,3,100,2,3,1,55,34,39,60
7,61,41,15,1,0,1,4,1,56,42,27,62
1,61,59,0,2,1,5,2,0,57,18,28,63
3,61,74,11,3,2,0,0,1,58,33,34,64
5,61,26,12,5,3,3,1,1,59,36,49,65
6,61,73,2,6,4,4,3,0,60,1,50,66
8,61,4,5,4,5,2,3,1,61,5,6,67
9,61,16,7,0,6,2,2,1,62,7,13,68
2,61,22,10,0,7,3,0,0,63,8,32,69
4,61,23,13,0,8,1,2,1,64,20,37,70
5,61,9,3,0,9,1,4,0,65,32,41,71
2,61,10,6,1,10,3,0,1,66,38,42,72
9,61,52,8,4,11,4,2,0,69,0,56,73
2,61,54,9,4,12,1,3,1,70,2,57,74
7,61,51,4,0,13,2,1,1,71,3,58,75
6,61,71,1,2,14,0,4,0,72,6,59,76
2,61,12,14,1,15,4,2,1,75,10,61,77
6,61,7,12,1,16,4,4,0,76,19,25,78
1,61,46,0,3,17,3,3,1,77,23,44,79
8,61,72,6,6,18,1,3,1,78,22,24,80
2,61,15,12,0,19,1,2,0,2,34,31,81
1,61,64,8,2,20,4,3,0,99,15,33,82
1,61,19,9,4,21,4,0,1,0,16,43,83
1,61,2,6,5,22,4,3,0,1,17,69,84
5,61,44,7,1,23,4,4,1,4,8,89,85
5,61,55,11,6,24,1,3,0,5,9,54,86
7,61,56,3,6,25,0,2,1,6,11,64,87
2,61,5,9,1,26,1,0,1,82,14,74,88
8,61,43,5,3,27,0,3,1,44,21,78,89
6,61,50,12,2,28,1,1,0,88,24,38,90
6,61,28,6,2,29,4,1,1,10,25,67,91
9,61,36,2,2,30,5,3,1,90,28,30,92
7,61,37,15,5,31,0,0,1,91,29,47,93
8,61,53,11,3,32,0,4,0,92,31,65,94
6,61,42,12,3,33,1,1,0,84,35,72,95
9,61,65,7,0,34,0,4,1,85,37,90,96
9,61,29,1,6,35,1,0,1,47,39,93,97
9,61,49,5,2,36,4,4,1,48,43,94,98
3,61,48,13,6,37,2,2,0,67,4,51,99
8,61,7,15,0,38,0,3,1,89,12,77,100
2,61,17,11,3,39,0,1,0,95,26,46,0
1,61,35,8,0,40,5,4,1,96,13,73,1
3,61,8,9,2,41,0,1,0,97,30,71,2
6,61,3,2,4,42,3,0,0,17,40,84,3
3,61,27,15,3,43,5,4,0,94,41,60,4
1,61,33,13,5,44,1,1,0,46,27,85,5
6,61,39,1,5,45,1,1,1,98,22,91,6
6,61,40,4,1,46,1,3,0,13,24,97,7
5,61,20,7,1,47,3,0,0,81,29,53,8
3,61,25,11,6,48,2,0,1,93,29,11,9
6,61,32,6,0,49,4,0,1,7,36,23,10
1,61,34,7,5,50,5,0,0,80,31,26,11
3,61,45,12,3,51,2,4,1,11,26,76,12
6,61,61,11,1,52,4,1,0,12,15,1,13
2,61,70,2,2,53,2,1,1,28,10,82,14
9,61,11,14,2,54,1,0,1,31,32,95,15
4,61,19,8,6,55,5,4,1,32,41,3,16
9,61,38,8,3,56,0,4,0,33,35,7,17
1,61,0,11,2,57,1,0,1,34,2,12,18
5,61,58,4,6,58,4,3,0,45,20,9,19
6,61,73,10,6,59,5,3,0,54,25,18,20
8,61,66,14,1,60,3,0,0,55,16,92,21
4,61,1,3,2,61,4,1,1,73,20,14,22
2,61,60,15,6,62,5,0,0,74,7,15,23
9,61,29,7,3,63,0,0,1,14,21,79,24
1,61,24,5,6,64,1,1,0,15,24,99,25
2,61,6,3,5,65,3,4,1,16,37,2,26
5,61,14,2,0,66,5,1,0,21,14,8,27
2,61,30,6,1,67,1,0,1,22,26,16,28
2,61,31,12,5,68,0,2,0,23,0,5,29
4,61,54,10,6,69,4,0,1,24,14,17,30
3,61,29,5,5,70,1,4,0,25,14,4,31
1,61,62,6,0,71,1,4,1,26,15,98,32
8,61,69,14,1,72,5,0,0,27,21,9,33
4,61,22,12,0,73,3,4,1,30,41,20,34
8,61,68,13,4,74,0,4,1,43,26,22,35
2,61,19,12,5,75,0,1,1,3,36,40,36
8,61,55,15,3,76,3,0,0,8,24,70,37
9,61,5,7,4,77,0,2,1,9,2,36,38
6,61,13,14,6,78,2,4,0,20,7,63,39
3,61,47,14,3,79,4,2,1,29,36,86,40
5,61,21,13,0,80,1,4,0,39,43,19,41
6,61,22,9,1,81,4,3,1,40,4,88,42
3,61,36,9,5,82,4,1,1,42,23,10,43
1,61,48,10,4,83,5,1,1,19,36,96,44
8,61,64,7,4,84,1,2,0,35,15,2,45
4,61,57,1,1,85,1,2,0,18,6,68,46
9,61,28,2,4,86,5,4,1,37,14,75,47
7,61,67,10,6,87,0,4,0,36,8,81,48
8,61,65,13,4,88,0,3,0,38,35,80,49
2,61,18,14,6,89,2,0,1,49,10,21,50
7,61,37,0,1,90,1,2,0,50,29,35,51
4,61,63,4,1,91,2,0,1,51,37,39,52
9,61,59,12,3,92,0,2,0,52,12,29,53
2,61,63,6,4,93,0,4,0,53,37,52,54
1,61,17,9,4,94,0,1,0,86,9,55,55
9,61,51,3,4,95,1,4,0,87,0,48,56
6,61,46,0,3,96,2,2,0,88,28,57,57
8,61,45,14,5,97,5,1,0,41,25,62,58
7,61,59,13,5,98,3,4,0,83,36,66,59
8,61,12,14,4,99,1,4,1,84,6,27,60
9,61,15,4,2,100,3,2,1,85,21,42,61
7,62,33,15,1,0,1,4,1,99,3,51,63
1,62,73,0,2,1,5,2,0,44,18,24,64
3,62,8,11,3,2,0,0,0,47,33,44,65
5,62,2,12,5,3,3,1,0,61,42,98,66
6,62,21,2,6,4,4,3,0,62,1,16,67
8,62,55,5,4,5,2,0,0,63,5,22,68
9,62,10,7,0,6,0,1,0,64,7,28,69
2,62,16,10,1,7,3,1,0,65,20,30,70
4,62,41,13,1,8,2,3,0,66,32,31,71
6,62,43,3,0,9,1,0,0,69,36,45,72
8,62,44,6,3,10,0,4,1,70,38,49,73
3,62,63,8,2,11,3,1,1,71,0,12,74
5,62,53,9,6,12,1,1,1,72,2,34,75
2,62,62,4,3,13,1,4,0,75,6,35,76
9,62,24,1,0,14,2,0,1,76,8,53,77
5,62,34,14,3,15,4,2,1,77,10,65,78
1,62,69,15,5,16,1,2,0,78,19,67,79
1,62,52,3,5,17,0,1,1,79,22,69,80
3,62,1,1,6,18,3,4,1,80,24,72,81
1,62,68,1,1,19,4,2,1,90,25,11,82
1,62,74,5,4,20,0,1,0,97,28,74,83
2,62,3,12,1,21,3,0,0,68,29,54,84
7,62,40,8,2,22,5,3,0,82,31,58,85
5,62,23,6,5,23,3,1,0,94,35,64,86
9,62,50,9,0,24,4,2,1,59,33,14,87
4,62,28,10,1,25,3,3,1,60,37,20,88
3,62,37,2,1,26,2,1,0,81,39,59,89
7,62,56,13,0,27,2,4,0,89,43,63,90
6,62,6,14,6,28,2,2,1,56,9,1,91
3,62,39,13,3,29,0,0,1,57,11,41,92
1,62,32,14,4,30,3,1,1,58,14,50,93
5,62,66,14,3,31,1,2,0,2,15,78,94
1,62,58,4,4,32,1,2,1,67,16,36,95
1,62,72,6,2,33,3,1,0,95,17,42,96
8,62,51,5,4,34,2,1,0,96,21,60,97
7,62,60,11,2,35,0,2,0,14,26,77,98
4,62,71,2,0,36,0,3,0,91,4,55,99
8,62,38,0,2,37,4,3,1,92,12,56,100
1,62,59,13,6,38,0,1,0,93,13,61,0
1,62,61,5,4,39,3,4,1,18,23,84,1
3,62,26,13,5,40,3,0,0,21,30,86,2
4,62,45,3,1,41,5,3,0,27,40,87,3
2,62,70,5,3,42,1,0,0,54,41,88,4
6,62,9,10,3,43,0,0,0,55,34,94,5
6,62,4,13,2,44,3,3,1,86,27,40,6
1,62,17,13,3,45,3,2,0,87,17,29,7
7,62,31,14,1,46,1,4,1,46,40,89,8
1,62,48,10,4,47,5,2,1,51,10,90,9
9,62,35,13,3,48,0,4,1,52,3,7,10
7,62,64,8,5,49,4,3,1,53,4,95,11
6,62,17,5,4,50,2,1,1,1,21,82,12
4,62,0,0,4,51,3,1,0,7,2,83,13
3,62,65,4,5,52,0,3,0,8,21,93,14
4,62,11,14,6,53,3,4,0,9,7,99,15
5,62,15,0,5,54,5,4,0,33,15,6,16
4,62,23,6,0,55,0,1,0,34,36,8,17
5,62,22,11,6,56,5,1,0,35,36,92,18
8,62,20,15,0,57,2,1,0,36,20,13,19
1,62,29,12,2,58,3,1,1,37,37,91,20
6,62,30,3,2,59,2,0,0,38,7,3,21
4,62,19,4,3,60,5,3,0,39,28,4,22
1,62,42,2,0,61,1,3,1,40,0,9,23
9,62,67,11,1,62,4,0,1,48,41,23,24
9,62,5,9,2,63,1,0,0,49,4,19,25
6,62,12,1,2,64,2,0,0,50,23,17,26
1,62,51,13,0,65,5,1,0,88,10,62,27
8,62,14,6,0,66,3,3,0,3,43,26,28
5,62,18,5,1,67,1,3,1,4,5,37,29
4,62,20,13,6,68,5,1,1,5,16,48,30
5,62,50,10,1,69,3,0,0,6,6,85,31
2,62,27,1,4,70,1,2,0,10,30,47,32
1,62,38,3,5,71,5,1,1,29,22,70,33
9,62,52,10,5,72,2,4,0,32,42,97,34
4,62,73,0,6,73,1,3,1,16,2,21,35
1,62,7,0,0,74,5,0,1,11,41,2,36
6,62,16,12,4,75,5,3,1,12,27,57,37
1,62,34,5,3,76,4,4,0,19,13,38,38
7,62,54,8,0,77,1,0,1,24,8,5,39
1,62,57,12,2,78,5,1,1,28,15,73,40
3,62,47,15,4,79,3,3,1,17,7,10,41
4,62,49,0,3,80,4,0,1,23,8,46,42
1,62,62,6,2,81,3,2,1,30,27,81,43
3,62,13,14,6,82,1,3,0,31,43,66,44
8,62,36,13,3,83,0,4,1,41,23,25,45
3,62,27,6,3,84,0,2,0,42,19,32,46
4,62,4,2,0,85,2,3,1,43,20,33,47
1,62,2,11,3,86,0,1,0,22,15,18,48
8,62,46,10,3,87,3,0,1,45,33,43,49
9,62,9,2,5,88,2,1,1,26,39,47,50
9,62,69,4,6,89,3,2,1,25,9,71,51
5,62,19,2,1,90,3,2,1,73,28,15,52
4,62,44,6,1,91,2,0,0,13,36,70,53
9,62,48,4,0,92,4,1,0,20,20,74,54
7,62,70,7,3,93,1,0,1,15,5,75,55
1,62,74,4,4,94,0,0,0,54,12,1,56
2,62,68,12,3,95,4,1,0,74,3,49,57
6,62,72,1,0,96,3,4,0,77,15,51,58
9,62,37,0,2,97,0,0,0,80,30,52,59
4,62,39,9,6,98,1,0,1,81,32,68,60
4,62,42,10,2,99,3,2,1,82,18,33,61
7,62,16,15,0,100,2,4,0,83,18,36,62
7,63,40,15,1,0,1,4,1,0,42,41,64
1,63,26,0,2,1,5,2,0,46,18,11,65
3,63,57,11,3,2,0,0,1,62,20,28,66
5,63,23,12,5,3,3,1,0,63,32,35,67
6,63,74,2,6,4,4,3,1,64,33,27,68
8,63,11,5,4,5,2,3,1,65,36,37,69
9,63,65,7,0,6,1,4,1,66,1,54,70
2,63,28,10,0,7,3,3,1,69,5,57,71
4,63,38,13,3,8,2,2,0,70,7,64,72
6,63,2,3,5,9,3,3,1,71,8,71,73
2,63,66,6,6,10,1,0,1,72,10,39,74
7,63,39,8,6,11,5,0,1,92,19,50,75
7,63,21,9,6,12,4,4,1,95,22,53,76
1,63,16,4,5,13,5,2,0,96,38,65,77
3,63,33,1,6,14,4,2,0,97,0,69,78
4,63,41,14,6,15,0,3,1,98,2,25,79
2,63,61,7,1,16,3,0,0,99,3,30,80
8,63,0,10,3,17,3,3,1,59,6,21,81
4,63,69,9,6,18,4,3,0,60,9,7,82
3,63,71,5,2,19,5,1,0,61,11,14,83
2,63,13,7,1,20,0,3,1,76,14,59,84
6,63,30,11,0,21,3,2,0,79,15,67,85
8,63,8,7,4,22,3,2,0,75,16,47,86
5,63,52,10,6,23,1,0,0,78,17,68,87
1,63,49,15,0,24,3,0,1,84,21,36,88
8,63,73,11,6,25,4,3,0,85,24,61,89
1,63,24,6,1,26,0,1,1,57,25,94,90
8,63,60,0,1,27,0,4,1,58,28,20,91
6,63,53,15,5,28,4,1,1,73,29,24,92
7,63,63,6,5,29,5,1,1,89,31,32,93
4,63,17,4,2,30,3,1,0,11,35,43,94
9,63,18,15,0,31,2,0,0,68,37,34,95
5,63,20,3,6,32,1,4,0,44,39,79,96
4,63,46,2,5,33,4,1,1,45,43,80,97
1,63,10,5,1,34,5,2,0,77,4,70,98
9,63,68,0,1,35,2,0,0,90,12,62,99
7,63,22,9,2,36,5,0,0,94,13,45,100
