# ACTS Test Suite Generation: Thu Jul 22 15:09:57 JST 2021
#  '*' represents don't care value 
# Degree of interaction coverage: 2
# Number of parameters: 16
# Maximum number of values per parameter: 200
# Number of configurations: 20015
a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p
5,6,0,3,0,111,1,0,0,3,7,7,12,1,0,3
3,8,2,2,1,111,0,1,1,4,8,8,13,1,1,3
5,9,2,0,1,111,1,0,2,9,1,9,14,1,0,0
6,1,0,3,1,111,1,1,1,12,2,10,15,0,1,1
9,7,1,3,0,111,0,1,0,13,4,11,16,0,1,2
7,2,1,3,0,111,1,1,2,14,4,12,17,0,0,1
6,2,2,0,1,111,1,1,2,15,0,13,18,1,1,2
1,9,2,2,1,111,1,0,2,16,3,14,19,1,0,1
5,7,1,2,0,111,0,1,0,17,3,15,20,0,1,1
4,8,2,3,1,111,1,0,0,18,4,16,21,0,1,3
8,6,2,2,0,111,0,0,1,19,8,17,22,0,1,2
3,3,2,0,0,111,0,1,0,20,1,18,23,0,0,3
6,9,0,1,0,111,1,1,2,21,10,19,24,0,1,2
9,11,0,3,0,111,1,0,1,23,5,20,25,0,0,2
6,8,2,2,1,111,1,0,2,27,2,21,26,1,0,0
6,11,1,2,1,111,0,1,0,29,8,22,27,1,0,0
6,7,1,2,1,111,1,1,1,31,10,23,28,1,0,2
4,2,1,0,0,111,1,1,2,5,5,24,29,0,1,3
5,2,2,2,0,111,1,0,2,6,6,25,30,1,0,2
3,2,1,2,1,111,1,0,1,7,8,26,31,1,0,2
4,7,2,2,1,111,0,1,1,8,6,27,32,1,1,3
6,9,1,1,1,111,0,0,1,10,10,28,33,1,0,0
7,1,0,3,1,111,0,1,1,11,1,29,34,0,1,3
3,0,1,3,0,111,0,0,2,22,0,30,35,0,0,2
4,6,0,1,0,111,1,0,0,10,7,31,36,1,1,2
8,9,2,3,0,111,0,1,0,8,8,32,37,1,1,1
3,5,0,2,1,111,0,0,1,23,8,33,38,0,1,3
7,11,1,2,1,111,1,0,1,3,7,34,39,0,1,3
4,4,1,1,1,111,0,1,1,15,9,35,41,0,0,1
4,7,1,3,1,111,0,1,1,2,5,36,43,1,1,1
9,5,0,0,0,111,0,1,1,9,9,37,44,1,0,1
3,11,0,0,0,111,0,1,0,12,0,38,46,0,1,1
2,0,1,2,0,111,1,0,2,5,0,39,50,0,0,2
2,11,2,2,0,111,0,0,1,20,1,40,51,0,0,1
6,1,1,3,1,111,1,0,1,10,10,41,55,1,0,1
9,3,0,0,1,111,1,0,2,23,2,42,58,1,0,0
2,5,2,0,0,111,1,0,1,2,10,43,63,0,0,2
5,7,2,0,0,111,0,1,2,13,5,44,1,0,1,1
8,2,2,0,1,111,0,0,0,30,10,45,2,1,0,1
2,1,2,0,0,111,0,0,2,31,5,46,3,0,0,3
8,11,0,2,0,111,1,1,2,22,0,47,4,0,0,1
9,6,0,1,0,111,1,1,0,26,11,48,20,0,0,0
3,0,2,1,1,111,0,0,1,4,3,49,23,1,0,1
9,5,1,2,0,111,0,0,2,17,10,50,20,0,1,1
9,3,1,0,0,111,1,0,1,21,4,51,10,1,0,2
3,10,0,3,1,111,1,0,1,28,4,52,18,1,1,3
5,10,2,3,0,111,0,0,2,14,4,53,19,1,0,3
9,2,0,3,1,111,0,0,1,12,2,54,3,0,0,2
3,4,2,2,0,111,0,0,0,4,10,55,4,1,0,1
8,4,1,1,1,111,1,1,2,9,7,56,26,0,1,0
4,10,0,3,0,111,0,1,2,25,11,57,63,0,1,0
6,11,2,2,0,111,0,1,0,30,1,58,15,1,0,3
4,4,1,0,1,111,1,0,0,14,11,59,3,0,0,3
1,9,1,3,1,111,1,1,0,29,11,60,34,1,1,2
9,5,1,2,0,111,1,1,2,3,9,61,35,0,0,3
5,0,1,0,1,111,0,0,0,22,6,62,38,1,0,2
8,0,1,0,1,111,0,1,2,27,7,63,51,1,1,3
8,1,0,3,1,111,0,0,0,30,8,64,33,1,0,2
4,10,1,2,1,111,1,1,1,21,6,65,20,1,0,2
7,8,0,1,1,111,1,0,2,22,2,66,26,0,0,2
7,9,1,0,0,111,1,1,2,3,6,67,46,1,0,2
4,8,0,2,1,111,1,0,2,27,9,68,35,1,0,2
9,1,0,2,1,111,0,0,1,5,11,69,25,0,1,3
7,8,0,3,0,111,0,1,1,14,6,70,51,1,1,1
8,8,2,0,0,111,0,0,1,31,3,71,4,0,0,0
3,2,2,0,1,111,0,1,2,3,3,72,19,1,0,1
9,4,1,3,1,111,1,0,0,18,10,73,55,0,0,2
9,9,1,3,1,111,0,1,1,13,6,74,37,0,0,0
1,0,1,3,1,111,0,0,1,21,8,75,21,1,0,0
5,5,2,0,0,111,1,0,1,6,4,76,55,1,0,2
6,3,0,3,0,111,1,1,0,29,3,77,15,1,1,3
5,0,2,2,0,111,1,1,0,14,7,78,9,1,1,1
6,1,2,3,1,111,1,0,1,17,6,79,26,0,1,2
5,5,2,1,0,111,1,0,2,19,2,80,21,0,1,3
2,0,1,3,0,111,1,0,2,25,1,81,10,0,1,0
6,0,1,0,0,111,1,0,0,26,6,82,33,1,1,2
6,3,1,3,1,111,1,1,2,17,11,83,37,0,1,3
3,1,2,0,1,111,1,0,2,15,2,84,25,1,1,2
4,10,2,2,0,111,0,0,1,25,2,85,33,1,0,3
9,9,1,1,0,111,1,0,2,14,7,86,41,0,1,3
4,2,0,3,0,111,0,1,2,24,10,87,37,0,1,0
7,11,0,2,0,111,1,1,2,22,2,88,58,1,0,0
8,9,2,2,0,111,1,1,2,26,9,89,4,0,0,1
3,6,2,0,1,111,0,0,2,3,7,90,46,0,1,2
7,2,2,2,1,111,0,1,1,27,11,91,14,1,0,1
4,7,2,0,0,111,0,0,1,10,4,92,51,1,0,3
3,6,1,0,0,111,1,0,0,25,6,93,26,0,1,3
6,10,1,1,0,111,1,0,2,5,3,94,44,1,1,2
8,2,0,3,0,111,0,0,0,22,0,95,22,1,0,3
1,9,1,3,0,111,1,1,0,10,9,96,26,0,0,0
7,5,1,3,1,111,1,0,1,31,6,97,39,1,0,2
5,1,2,2,0,111,1,0,0,18,4,98,20,0,1,2
6,0,1,3,0,111,0,0,1,2,2,99,36,1,1,2
9,10,2,3,1,112,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,112,0,1,2,25,9,1,6,0,1,1
6,0,1,0,0,112,1,1,0,26,10,2,7,1,1,2
7,4,2,1,1,112,1,0,0,28,11,3,8,0,1,0
8,5,1,0,0,112,1,1,2,30,0,4,9,0,1,3
1,6,2,0,1,112,1,1,2,1,3,5,10,0,1,0
4,8,0,2,0,112,0,0,0,2,5,6,11,1,1,1
5,9,0,3,0,112,0,0,1,3,7,7,12,0,1,1
3,2,1,2,1,112,1,0,1,4,8,8,13,0,1,0
6,3,1,3,1,112,0,0,0,9,1,9,14,1,1,0
7,7,0,1,1,112,0,0,2,12,2,10,15,1,0,1
1,1,1,1,0,112,0,0,2,13,4,11,16,1,1,1
5,5,0,2,0,112,1,0,1,14,9,12,17,0,0,3
1,4,0,1,1,112,1,1,1,15,8,13,18,1,1,1
5,11,1,3,0,112,0,1,1,16,5,14,19,0,0,3
3,11,2,1,0,112,0,1,2,17,3,15,20,0,0,0
7,1,0,0,0,112,0,0,2,18,5,16,21,1,1,1
3,2,0,0,1,112,0,1,2,19,6,17,22,0,0,2
9,10,0,1,0,112,0,1,2,20,10,18,23,1,0,0
7,6,2,3,0,112,0,1,1,21,3,19,24,1,1,0
8,11,0,0,0,112,1,0,1,23,10,20,25,0,1,0
6,11,0,1,0,112,0,0,2,27,0,21,26,0,0,2
4,3,1,1,1,112,1,1,0,29,10,22,27,1,0,2
5,3,1,1,1,112,0,0,1,31,7,23,28,1,1,1
2,7,0,3,1,112,1,1,2,5,6,24,29,0,0,3
4,2,0,1,0,112,1,0,0,6,4,25,30,1,0,0
1,5,2,3,0,112,1,1,2,7,4,26,31,0,0,0
5,10,0,2,1,112,0,1,0,8,3,27,32,0,0,2
2,7,1,3,1,112,0,1,0,10,6,28,33,1,0,0
1,0,0,1,1,112,0,1,1,11,0,29,34,0,1,1
6,0,2,0,0,112,1,0,1,22,11,30,35,0,1,0
1,3,2,0,1,112,1,1,2,22,8,31,36,1,1,1
1,10,1,2,0,112,1,0,0,13,10,32,37,1,0,1
1,3,2,0,0,112,1,1,0,25,8,33,38,1,0,3
1,9,0,0,0,112,0,1,1,15,4,34,39,0,1,1
7,3,2,0,0,112,1,0,0,22,3,35,41,1,0,3
2,7,2,2,1,112,0,1,1,14,5,36,43,0,0,2
5,5,2,0,0,112,1,1,0,5,3,37,44,0,1,2
5,2,2,0,0,112,0,1,2,1,3,38,46,1,0,0
7,2,0,2,1,112,1,0,0,26,0,39,50,0,1,2
1,0,1,1,1,112,1,1,1,1,4,40,51,1,0,2
2,2,1,2,1,112,1,0,0,31,10,41,55,0,0,2
2,0,2,0,0,112,1,1,2,9,10,42,58,0,0,1
9,0,0,3,0,112,0,0,1,21,8,43,63,1,0,2
6,10,0,3,0,112,0,1,2,22,7,44,1,0,0,2
4,7,0,2,0,112,0,1,0,9,2,45,2,0,1,1
3,2,0,1,1,112,0,1,2,21,7,46,3,1,0,3
1,0,0,2,1,112,1,0,0,4,8,47,4,1,0,3
1,2,0,3,0,112,0,0,0,20,9,48,37,0,1,3
1,4,0,2,1,112,1,0,0,15,9,49,24,0,0,3
6,11,2,3,0,112,1,0,2,19,3,50,27,0,0,3
5,1,1,3,1,112,1,0,0,25,8,51,38,0,0,3
3,3,2,3,0,112,0,0,0,26,10,52,18,1,1,2
2,9,1,1,0,112,1,0,1,25,9,53,12,1,1,3
8,6,1,1,0,112,1,0,2,11,0,54,46,1,1,2
2,4,0,2,0,112,1,1,1,13,8,55,17,0,1,3
3,5,2,2,0,112,1,1,1,19,5,56,23,0,0,1
3,10,1,1,1,112,0,1,0,16,11,57,20,0,0,3
7,9,2,0,0,112,1,0,2,3,4,58,25,1,0,3
4,6,2,1,0,112,0,1,1,11,8,59,23,0,1,0
9,11,2,0,0,112,1,1,1,19,5,60,58,0,1,3
9,6,2,3,0,112,1,0,2,15,7,61,28,1,1,2
8,9,1,2,1,112,0,1,0,20,1,62,39,1,0,3
7,5,0,3,1,112,0,0,0,9,10,63,19,1,1,1
3,6,2,0,1,112,1,0,0,14,7,64,38,0,1,3
7,11,0,2,1,112,0,0,0,17,7,65,27,1,0,3
7,7,0,3,1,112,1,0,0,29,7,66,46,0,1,3
5,3,2,1,0,112,0,1,1,20,2,67,15,0,1,1
7,6,0,1,0,112,0,1,0,17,1,68,10,1,1,3
8,3,1,0,0,112,0,0,0,13,8,69,63,0,0,0
2,4,1,2,1,112,1,0,1,21,7,70,27,1,0,3
4,11,2,1,0,112,0,1,2,19,7,71,9,1,1,0
2,8,2,0,1,112,1,1,2,23,4,72,44,1,1,1
3,0,1,1,0,112,1,0,1,11,1,73,24,0,1,1
5,2,0,2,0,112,1,0,0,2,11,74,33,0,1,2
1,9,1,3,1,112,0,0,1,29,5,75,63,0,0,1
3,8,1,1,1,112,0,0,2,14,11,76,43,1,1,1
5,7,2,2,0,112,1,1,1,31,0,77,20,1,0,3
2,7,2,1,0,112,0,0,1,17,5,78,7,0,1,0
5,5,1,1,1,112,0,1,1,8,6,79,22,1,0,0
6,10,2,2,1,112,0,1,1,26,11,80,46,1,1,2
2,7,1,0,1,112,0,1,2,1,4,81,6,0,1,3
2,8,1,2,1,112,1,0,2,31,8,82,27,0,1,3
6,7,1,0,1,112,0,0,2,4,1,83,58,1,0,3
3,3,1,1,0,112,1,0,0,6,6,84,21,1,0,1
9,10,2,2,0,112,0,0,0,5,10,85,4,0,1,2
2,10,1,3,1,112,1,1,0,21,7,86,44,1,1,1
9,6,0,3,0,112,0,0,0,13,10,87,31,0,1,0
7,0,0,0,1,112,1,0,1,14,1,88,15,0,1,2
5,1,2,1,1,112,1,0,1,4,4,89,34,0,1,3
3,3,0,0,0,112,0,1,0,27,8,90,39,0,0,3
7,4,1,2,1,112,0,1,2,29,0,91,58,0,1,0
8,0,0,3,0,112,1,0,1,6,6,92,36,0,1,2
4,6,0,3,0,112,0,0,0,25,9,93,10,0,1,0
1,0,0,2,1,112,1,1,2,16,7,94,4,1,1,3
5,2,0,1,1,112,0,0,2,6,6,95,39,0,0,0
7,8,0,2,1,112,1,0,1,16,7,96,58,1,0,2
5,4,0,3,1,112,1,1,1,24,11,97,6,0,1,2
9,4,0,0,1,112,1,0,0,26,5,98,37,0,0,1
2,3,2,0,1,112,1,1,2,1,0,99,3,0,0,3
9,4,2,3,1,113,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,113,0,1,2,25,9,1,6,0,1,1
6,11,1,0,0,113,1,0,0,26,10,2,7,0,0,2
7,0,1,1,0,113,1,1,2,28,11,3,8,0,1,0
8,2,1,2,1,113,0,1,2,30,0,4,9,0,0,0
1,3,1,2,0,113,0,1,2,1,3,5,10,0,1,3
4,5,1,3,1,113,1,0,0,2,5,6,11,0,1,1
5,6,2,1,0,113,0,1,1,3,7,7,12,0,0,2
3,8,0,1,1,113,0,0,1,4,8,8,13,0,1,0
3,9,1,0,0,113,0,1,1,9,1,9,14,1,1,2
4,1,1,3,0,113,0,0,2,12,2,10,15,0,1,0
1,7,1,3,0,113,0,1,1,13,4,11,16,0,1,3
4,4,2,2,0,113,0,1,0,14,7,12,17,0,0,1
7,0,0,3,0,113,1,1,1,15,9,13,18,0,0,2
9,7,1,2,1,113,0,0,1,16,6,14,19,1,1,0
5,11,0,2,1,113,1,0,2,17,2,15,20,1,1,3
9,9,0,0,0,113,1,1,1,18,1,16,21,1,0,1
5,4,0,1,1,113,1,0,1,19,2,17,22,0,0,1
4,6,1,2,1,113,0,1,1,20,9,18,23,1,1,2
1,2,0,1,0,113,0,0,0,21,0,19,24,1,1,0
1,2,2,3,1,113,0,1,0,23,3,20,25,1,0,1
4,7,2,1,1,113,0,1,1,27,6,21,26,1,1,2
5,0,1,2,0,113,1,1,1,29,1,22,27,0,0,2
6,8,2,0,0,113,1,0,2,31,7,23,28,1,0,0
8,5,2,2,1,113,0,0,1,5,0,24,29,1,0,3
4,7,2,1,0,113,0,1,1,6,8,25,30,0,1,0
8,5,2,1,0,113,0,1,0,7,4,26,31,0,0,1
3,3,1,1,0,113,0,0,0,8,0,27,32,1,0,3
1,0,2,3,1,113,1,1,0,10,0,28,33,1,0,0
4,2,2,0,1,113,1,1,1,11,8,29,34,1,1,0
8,1,0,3,0,113,0,1,0,22,3,30,35,0,0,0
8,9,2,1,0,113,1,1,1,14,11,31,36,0,1,0
5,0,0,3,1,113,1,1,0,22,2,32,37,0,1,3
2,10,0,0,1,113,0,0,0,2,1,33,38,1,0,3
6,4,0,1,0,113,0,0,0,23,0,34,39,0,0,1
4,2,0,1,0,113,1,1,0,17,1,35,41,1,0,0
6,8,2,1,0,113,1,0,2,30,6,36,43,0,0,1
3,5,0,2,0,113,1,1,1,19,8,37,44,0,0,0
7,3,1,1,0,113,1,0,1,11,0,38,46,0,0,1
8,3,1,2,1,113,0,0,2,11,0,39,50,1,0,1
5,7,1,0,0,113,0,0,0,14,5,40,51,0,1,3
7,4,1,2,1,113,0,1,2,3,8,41,55,0,0,1
6,4,2,2,1,113,1,0,2,12,5,42,58,0,0,0
2,2,0,1,0,113,0,1,0,13,11,43,63,0,0,2
2,2,2,3,0,113,0,1,2,12,8,44,1,1,1,3
4,3,0,0,1,113,1,1,2,4,10,45,2,1,1,2
6,11,2,1,1,113,0,0,0,10,9,46,3,0,1,0
6,9,2,1,0,113,1,1,0,15,0,47,4,0,1,2
2,10,2,0,0,113,1,0,0,4,0,48,5,0,1,3
7,11,2,2,1,113,1,1,0,29,11,49,44,1,1,3
7,7,0,3,1,113,1,0,1,23,8,50,41,0,1,3
1,11,2,0,0,113,0,1,2,24,3,51,63,0,1,0
2,7,1,0,0,113,1,1,1,22,7,52,4,1,0,1
7,7,1,1,0,113,1,0,1,29,3,53,3,1,1,3
9,6,0,0,0,113,0,0,1,18,6,54,33,0,1,1
5,3,1,3,0,113,0,1,1,11,8,55,14,1,1,0
6,7,1,0,0,113,1,0,0,9,9,56,2,1,0,0
9,9,1,1,1,113,1,1,2,4,2,57,13,1,0,1
6,0,1,3,0,113,0,1,0,23,11,58,33,0,0,3
7,11,1,3,0,113,0,1,1,10,10,59,21,0,0,3
8,0,0,0,1,113,0,0,2,5,8,60,58,0,1,1
2,5,1,1,1,113,1,0,1,22,0,61,37,1,1,1
9,3,2,3,0,113,1,1,0,29,3,62,15,0,1,3
8,6,2,1,1,113,1,0,2,26,11,63,19,0,1,0
8,8,1,1,1,113,1,0,2,17,5,64,41,1,0,1
9,1,0,2,0,113,1,0,1,30,7,65,26,0,1,1
8,9,2,1,1,113,1,1,0,17,10,66,34,1,1,1
3,0,2,1,1,113,0,0,0,29,9,67,24,1,0,0
1,7,1,2,1,113,0,0,0,28,7,68,2,1,1,0
7,8,0,2,0,113,0,1,2,30,2,69,12,0,1,3
4,5,1,1,1,113,0,0,2,5,2,70,7,0,1,1
3,8,1,1,1,113,0,1,1,29,7,71,37,1,0,0
7,5,1,3,1,113,1,0,0,19,7,72,15,0,0,3
7,9,1,3,0,113,0,0,1,8,5,73,29,0,1,2
9,11,1,0,0,113,1,1,2,12,7,74,27,0,0,1
3,8,0,1,0,113,0,0,2,25,5,75,50,1,1,2
7,7,1,1,0,113,0,1,0,9,2,76,5,1,1,2
9,11,0,0,0,113,1,0,1,20,8,77,2,0,0,1
8,2,2,0,0,113,0,0,2,13,6,78,46,0,1,1
7,7,2,3,1,113,0,0,1,15,6,79,21,1,1,0
3,6,2,1,1,113,1,1,1,6,3,80,13,1,1,1
9,6,1,0,0,113,0,1,1,1,1,81,17,0,0,1
3,2,2,0,1,113,0,0,1,26,11,82,10,1,1,0
9,8,2,2,1,113,0,1,2,26,4,83,6,0,1,3
3,2,1,3,1,113,1,1,2,3,7,84,32,0,1,2
4,3,0,2,0,113,0,0,0,12,9,85,3,0,1,3
5,7,0,2,1,113,0,0,0,28,3,86,43,0,1,2
3,4,0,2,1,113,1,1,2,24,8,87,24,0,0,1
5,3,0,2,0,113,1,0,1,27,8,88,44,1,0,1
7,11,1,0,0,113,1,1,2,8,7,89,17,0,0,2
1,3,1,3,0,113,1,0,0,23,8,90,15,0,1,2
1,3,1,3,1,113,1,0,1,9,4,91,39,0,0,2
2,5,2,2,0,113,0,0,1,26,7,92,44,0,0,2
6,6,0,0,1,113,0,0,1,24,10,93,10,1,0,2
5,3,2,3,0,113,0,0,1,31,8,94,18,1,0,2
4,8,0,2,1,113,1,1,2,7,8,95,17,1,0,0
4,5,1,1,1,113,1,1,0,12,2,96,31,1,0,0
6,11,2,3,0,113,0,1,0,3,3,97,26,1,1,3
5,5,1,0,0,113,0,0,2,4,7,98,44,0,1,1
7,8,0,1,0,113,1,1,1,30,2,99,37,1,1,1
9,10,2,3,1,114,1,0,1,24,6,0,5,1,0,3
2,11,0,2,0,114,0,1,2,25,9,1,6,0,1,1
6,0,1,0,0,114,0,1,0,26,10,2,7,0,0,2
7,4,0,1,0,114,0,1,2,28,11,3,8,1,1,0
8,5,1,2,0,114,1,1,1,30,0,4,9,0,1,1
1,6,0,3,0,114,1,0,0,1,3,5,10,0,0,3
4,8,0,1,1,114,0,0,0,2,5,6,11,0,0,3
5,9,1,0,0,114,1,1,0,3,7,7,12,1,1,0
3,2,2,2,1,114,1,1,0,4,8,8,13,1,1,2
4,3,0,0,0,114,1,0,1,9,1,9,14,1,0,1
9,7,2,2,0,114,1,1,0,12,2,10,15,1,0,2
9,1,1,2,0,114,1,1,2,13,4,11,16,0,0,0
1,5,1,1,1,114,0,0,1,14,4,12,17,1,0,1
7,4,0,0,1,114,0,0,2,15,2,13,18,0,1,2
2,10,2,0,1,114,1,0,0,16,9,14,19,0,1,0
9,0,0,3,1,114,0,1,0,17,8,15,20,0,0,2
9,6,1,0,0,114,0,0,2,18,1,16,21,1,1,3
2,4,2,3,0,114,1,1,1,19,3,17,22,0,0,3
9,0,2,2,0,114,1,1,0,20,7,18,23,1,0,1
5,6,1,2,0,114,1,1,1,21,11,19,24,1,1,0
2,9,1,0,0,114,0,0,2,23,3,20,25,1,0,3
2,6,2,2,0,114,1,0,2,27,7,21,26,0,1,0
9,11,2,0,0,114,1,1,2,29,6,22,27,0,0,0
5,6,1,3,0,114,0,0,2,31,1,23,28,1,0,0
3,4,1,2,1,114,1,0,0,5,2,24,29,0,1,3
2,6,0,0,1,114,0,0,2,6,0,25,30,0,0,0
3,11,1,2,0,114,0,1,1,7,3,26,31,1,0,2
6,3,1,0,1,114,0,1,2,8,5,27,32,1,1,2
8,0,1,3,0,114,1,0,2,10,0,28,33,1,1,0
1,6,2,2,1,114,0,0,2,11,11,29,34,0,1,0
9,6,2,1,0,114,1,0,1,22,0,30,35,1,0,2
1,8,0,3,1,114,1,1,0,27,7,31,36,0,0,2
8,9,1,0,1,114,0,0,1,8,8,32,37,0,1,0
8,6,2,0,1,114,1,0,2,31,11,33,38,1,0,3
9,3,1,3,0,114,0,1,1,31,1,34,39,0,0,3
3,11,2,2,1,114,0,1,2,18,1,35,41,0,1,2
9,3,0,2,0,114,1,1,2,2,4,36,43,1,1,2
7,2,0,3,1,114,1,0,0,21,4,37,44,0,0,1
1,11,1,1,1,114,1,0,0,23,3,38,46,0,1,1
1,5,2,1,0,114,0,1,2,13,7,39,50,0,0,1
7,1,0,0,0,114,0,1,0,20,8,40,51,1,1,3
5,6,2,0,1,114,0,0,1,3,2,41,55,1,0,1
9,6,2,2,0,114,1,0,2,13,8,42,58,1,1,0
5,0,0,1,1,114,1,0,0,9,3,43,63,1,0,0
2,4,2,3,0,114,0,0,2,10,7,44,1,1,0,3
5,3,0,2,0,114,1,1,0,6,8,45,2,0,0,0
8,2,0,2,0,114,1,0,2,20,10,46,3,1,0,1
7,1,2,2,1,114,0,1,0,15,8,47,4,0,1,3
6,4,0,0,1,114,1,1,1,15,9,48,7,1,0,3
8,4,1,1,0,114,0,0,1,29,4,49,3,0,1,0
3,11,1,2,0,114,1,1,2,2,10,50,24,0,0,0
2,3,2,3,0,114,0,0,0,7,9,51,41,0,1,0
7,6,2,1,1,114,1,1,1,10,1,52,28,1,0,2
8,10,1,0,1,114,1,1,0,31,3,53,63,0,0,0
6,7,1,1,0,114,0,1,0,23,1,54,18,1,0,1
5,1,0,2,1,114,1,0,1,6,9,55,27,0,0,0
6,4,2,2,1,114,1,0,2,26,8,56,31,0,0,2
9,2,2,2,0,114,1,1,1,6,8,57,17,1,1,1
1,11,1,1,1,114,0,1,0,19,9,58,4,1,0,3
7,3,1,0,0,114,0,0,2,30,7,59,13,1,1,2
9,2,1,3,1,114,1,1,1,29,5,60,35,1,0,0
9,9,2,1,1,114,1,1,0,6,10,61,43,1,0,2
4,0,1,0,0,114,0,1,1,17,1,62,24,0,1,2
5,9,0,0,1,114,1,1,2,9,8,63,31,0,0,0
1,1,0,2,1,114,0,0,0,16,9,64,46,1,0,2
3,0,2,2,1,114,1,0,0,2,1,65,24,1,0,3
8,10,0,3,1,114,1,1,2,29,9,66,46,0,0,2
7,7,0,3,1,114,0,1,1,5,8,67,6,1,1,1
9,8,1,0,0,114,0,0,2,31,1,68,14,1,1,3
2,9,0,0,1,114,0,1,1,29,1,69,21,0,0,3
3,7,2,0,1,114,0,1,2,17,3,70,51,1,1,2
1,0,2,3,0,114,1,0,2,19,5,71,7,0,0,2
9,6,2,1,1,114,0,0,2,10,8,72,35,0,0,0
8,3,0,3,0,114,1,0,1,21,4,73,21,0,1,2
2,10,1,0,1,114,1,1,2,25,9,74,51,1,0,2
4,9,0,3,0,114,1,0,0,13,8,75,9,0,1,0
8,4,0,3,0,114,1,0,0,29,3,76,37,1,1,0
6,0,0,1,0,114,1,0,2,30,4,77,32,0,1,3
3,3,1,3,1,114,1,0,0,10,6,78,32,0,0,2
4,2,2,2,0,114,0,0,2,27,5,79,37,0,0,2
8,9,0,1,0,114,0,0,1,5,7,80,31,0,0,2
9,1,1,3,0,114,1,0,0,20,2,81,2,0,0,3
7,11,1,2,0,114,0,0,1,5,9,82,44,1,0,0
7,7,1,3,0,114,0,1,0,18,4,83,41,0,1,2
5,9,0,2,1,114,0,1,2,12,7,84,31,0,1,1
6,8,2,0,1,114,1,1,2,31,2,85,22,1,1,2
1,5,2,1,1,114,0,1,1,15,5,86,33,0,0,2
2,3,0,0,1,114,0,0,1,31,11,87,55,1,0,3
2,8,2,3,0,114,1,0,0,11,0,88,5,0,1,1
4,3,1,1,1,114,0,0,0,24,0,89,46,0,1,3
2,1,1,3,0,114,1,0,0,25,7,90,16,1,0,1
7,11,2,3,0,114,1,1,0,18,10,91,39,0,1,1
1,10,0,0,0,114,0,0,0,12,4,92,4,0,0,3
4,10,0,0,0,114,1,0,1,4,5,93,17,0,1,0
2,9,1,3,1,114,1,1,0,22,0,94,32,1,0,2
2,9,1,0,0,114,0,1,0,25,0,95,4,1,1,0
8,4,1,1,1,114,0,1,1,25,5,96,55,1,1,0
1,8,2,1,1,114,1,1,2,27,9,97,11,0,1,0
2,3,2,2,0,114,0,0,1,28,6,98,58,1,0,3
2,0,2,1,0,114,1,1,2,26,4,99,10,1,0,1
9,4,2,3,1,115,1,0,1,24,6,0,5,1,0,3
2,10,0,2,0,115,0,1,2,25,9,1,6,0,1,1
6,11,1,0,1,115,0,1,0,26,10,2,7,0,1,2
7,0,2,1,1,115,0,0,1,28,11,3,8,0,1,0
8,2,1,0,0,115,1,1,2,30,0,4,9,0,0,2
1,3,0,0,0,115,0,0,1,1,3,5,10,0,1,2
4,5,2,1,0,115,0,0,2,2,5,6,11,0,1,3
5,6,2,1,0,115,0,1,0,3,7,7,12,1,0,2
3,8,2,1,0,115,1,1,0,4,8,8,13,0,0,2
1,9,2,0,0,115,1,0,2,9,1,9,14,1,1,0
1,1,0,1,1,115,1,0,1,12,2,10,15,1,1,3
6,7,1,3,0,115,1,0,2,13,4,11,16,1,0,3
8,5,0,1,1,115,1,1,0,14,1,12,17,1,1,3
1,8,1,3,0,115,1,1,0,15,3,13,18,0,1,3
3,2,1,3,1,115,0,0,2,16,10,14,19,0,1,1
5,0,0,1,1,115,1,1,1,17,1,15,20,0,1,3
4,6,2,1,0,115,1,1,2,18,11,16,21,0,0,3
3,1,1,1,0,115,1,1,1,19,5,17,22,0,0,1
3,11,0,1,1,115,0,0,1,20,5,18,23,1,0,3
2,5,0,2,1,115,1,1,1,21,5,19,24,1,1,3
1,6,1,2,1,115,1,1,2,23,9,20,25,1,1,0
2,5,1,3,1,115,0,1,0,27,10,21,26,1,1,0
2,11,1,3,0,115,0,1,2,29,4,22,27,1,1,3
7,2,2,2,0,115,0,0,0,31,4,23,28,0,0,1
4,5,0,1,1,115,0,1,2,5,3,24,29,1,0,3
4,7,1,2,0,115,1,0,2,6,0,25,30,0,0,3
3,4,2,1,1,115,0,0,1,7,0,26,31,0,0,3
5,9,2,2,0,115,0,0,2,8,4,27,32,0,0,3
6,5,2,3,1,115,0,0,0,10,1,28,33,1,0,3
1,9,2,2,1,115,0,0,0,11,0,29,34,1,1,1
8,6,1,0,1,115,1,0,1,22,5,30,35,0,0,3
2,4,2,3,0,115,1,0,0,21,0,31,36,0,1,0
3,11,0,2,1,115,0,1,2,18,4,32,37,1,1,2
1,3,0,1,1,115,0,1,1,29,8,33,38,1,0,1
8,2,2,3,0,115,0,1,0,16,6,34,39,1,0,3
1,10,1,2,0,115,0,1,1,30,7,35,41,1,0,1
8,10,1,1,0,115,0,1,0,4,9,36,43,1,0,1
7,10,1,0,0,115,1,0,0,14,5,37,44,1,0,3
1,9,2,3,1,115,0,0,1,4,3,38,46,0,1,1
3,6,2,2,0,115,1,0,0,6,5,39,50,1,0,1
